Город;year;fact;Модель;Нижняя граница;Верхняя граница
Реутов;2031;NA;134200;132100;136300
Реутов;2032;NA;136600;134500;138800
Реутов;2033;NA;139000;136900;141200
Реутов;2034;NA;141400;139300;143600
Реутов;2035;NA;143800;141600;146000
Реутов;2036;NA;146100;143900;148300
Реутов;2037;NA;148400;146200;150700
Реутов;2038;NA;150700;148500;153000
Реутов;2039;NA;153100;150800;155400
Реутов;2040;NA;155400;153100;157700
Реутов;2041;NA;157700;155400;160100
Реутов;2042;NA;160000;157700;162400
Реутов;2043;NA;162400;160000;164800
Реутов;2044;NA;164700;162400;167200
Реутов;2045;NA;167200;164700;169600
Реутов;2046;NA;169600;167100;172100
Реутов;2047;NA;172000;169600;174500
Реутов;2048;NA;174500;172000;177100
Реутов;2049;NA;177100;174600;179600
Реутов;2050;NA;179600;177100;182200
Реутов;2051;NA;182300;179700;184900
Реутов;2052;NA;184900;182300;187600
Реутов;2053;NA;187600;185000;190300
Реутов;2054;NA;190400;187700;193100
Реутов;2055;NA;193200;190500;195900
Реутов;2056;NA;196000;193300;198800
Реутов;2057;NA;198900;196200;201700
Реутов;2058;NA;201900;199100;204600
Реутов;2059;NA;204800;202100;207600
Реутов;2060;NA;207800;205000;210700
Реутов;2061;NA;210900;208100;213800
Реутов;2062;NA;214000;211100;216900
Реутов;2063;NA;217100;214200;220000
Реутов;2064;NA;220300;217400;223200
Реутов;2065;NA;223400;220500;226400
Реутов;2066;NA;226700;223700;229600
Реутов;2067;NA;229900;226900;232900
Реутов;2068;NA;233100;230100;236200
Реутов;2069;NA;236400;233400;239500
Реутов;2070;NA;239700;236600;242700
Реутов;2071;NA;243000;239900;246100
Реутов;2072;NA;246200;243100;249400
Реутов;2073;NA;249500;246400;252700
Реутов;2074;NA;252800;249700;256000
Реутов;2075;NA;256100;252900;259300
Реутов;2076;NA;259400;256200;262600
Реутов;2077;NA;262700;259400;265900
Реутов;2078;NA;265900;262700;269200
Реутов;2079;NA;269200;265900;272500
Реутов;2080;NA;272400;269100;275700
Реутов;2081;NA;275600;272300;278900
Реутов;2082;NA;278700;275400;282100
Реутов;2083;NA;281900;278500;285300
Реутов;2084;NA;285000;281600;288400
Реутов;2085;NA;288100;284700;291600
Реутов;2086;NA;291200;287700;294600
Реутов;2087;NA;294200;290700;297700
Реутов;2088;NA;297200;293700;300700
Реутов;2089;NA;300100;296600;303700
Реутов;2090;NA;303000;299500;306600
Реутов;2091;NA;305900;302300;309500
Реутов;2092;NA;308700;305100;312300
Реутов;2093;NA;311500;307900;315100
Реутов;2094;NA;314200;310600;317900
Реутов;2095;NA;316900;313200;320600
Реутов;2096;NA;319500;315800;323300
Реутов;2097;NA;322100;318400;325900
Реутов;2098;NA;324700;320900;328400
Реутов;2099;NA;327200;323400;331000
Реутов;2100;NA;329600;325800;333400
Реутов;2101;NA;332000;328200;335900
Реутов;2102;NA;334300;330500;338200
Реутов;2103;NA;336600;332800;340500
Реутов;2104;NA;338900;335000;342800
Реутов;2105;NA;341100;337200;345000
Реутов;2106;NA;343200;339300;347200
Реутов;2107;NA;345300;341300;349300
Реутов;2108;NA;347300;343400;351400
Реутов;2109;NA;349300;345300;353400
Реутов;2110;NA;351300;347200;355300
Реутов;2111;NA;353100;349100;357300
Реутов;2112;NA;355000;350900;359100
Реутов;2113;NA;356800;352700;360900
Реутов;2114;NA;358500;354400;362700
Реутов;2115;NA;360200;356000;364400
Реутов;2116;NA;361800;357600;366000
Реутов;2117;NA;363400;359200;367600
Реутов;2118;NA;364900;360700;369200
Реутов;2119;NA;366400;362200;370700
Реутов;2120;NA;367800;363600;372200
Химки;2000;NA;123300;120900;125600
Химки;2001;NA;126800;124500;129200
Химки;2002;NA;132400;130200;134700
Химки;2003;NA;139400;137200;141600
Химки;2004;NA;147200;145000;149400
Химки;2005;NA;155500;153400;157600
Химки;2006;NA;164000;162000;166100
Химки;2007;NA;172700;170700;174800
Химки;2008;187403;181400;179400;183400
Химки;2009;187403;190000;188100;192000
Химки;2010;206341;198400;196500;200300
Химки;2011;212173;206400;204500;208300
Химки;2012;218273;213900;212100;215800
Химки;2013;223381;221000;219200;222800
Химки;2014;228872;227500;225700;229300
Химки;2015;236017;233400;231700;235200
Химки;2016;242318;238900;237200;240500
Химки;2017;247678;243800;242100;245400
Химки;2018;252413;248100;246600;249700
Химки;2019;257149;252100;250500;253600
Химки;2020;257149;255500;254100;257000
Химки;2021;NA;258600;257100;260200
Химки;2022;NA;261300;259800;262900
Химки;2023;NA;263700;262100;265300
Химки;2024;NA;265700;264100;267400
Химки;2025;NA;267500;265700;269200
Химки;2026;NA;268900;267200;270700
Химки;2027;NA;270100;268300;271900
Химки;2028;NA;271100;269300;272900
Химки;2029;NA;271900;270000;273800
Химки;2030;NA;272400;270500;274400
Химки;2031;NA;272800;270900;274800
Химки;2032;NA;273100;271100;275100
Химки;2033;NA;273200;271100;275200
Химки;2034;NA;273200;271100;275300
Химки;2035;NA;273000;270900;275200
Химки;2036;NA;272800;270600;275000
Химки;2037;NA;272500;270300;274800
Химки;2038;NA;272200;269900;274500
Химки;2039;NA;271800;269500;274100
Химки;2040;NA;271400;269100;273800
Химки;2041;NA;271000;268600;273400
Химки;2042;NA;270500;268100;273000
Химки;2043;NA;270000;267600;272500
Химки;2044;NA;269600;267100;272100
Химки;2045;NA;269200;266600;271700
Химки;2046;NA;268700;266100;271400
Химки;2047;NA;268300;265700;271000
Химки;2048;NA;267900;265200;270600
Химки;2049;NA;267600;264800;270300
Химки;2050;NA;267200;264500;270000
Химки;2051;NA;266900;264100;269800
Химки;2052;NA;266600;263800;269500
Химки;2053;NA;266400;263500;269300
Химки;2054;NA;266100;263200;269100
Химки;2055;NA;265900;263000;269000
Химки;2056;NA;265800;262700;268800
Химки;2057;NA;265600;262500;268700
Химки;2058;NA;265500;262400;268600
Химки;2059;NA;265400;262200;268500
Химки;2060;NA;265300;262100;268500
Химки;2061;NA;265200;261900;268500
Химки;2062;NA;265100;261800;268400
Химки;2063;NA;265100;261800;268400
Химки;2064;NA;265100;261700;268500
Химки;2065;NA;265000;261600;268500
Химки;2066;NA;265000;261600;268500
Химки;2067;NA;265100;261600;268600
Химки;2068;NA;265100;261500;268700
Химки;2069;NA;265100;261500;268700
Химки;2070;NA;265100;261500;268800
Химки;2071;NA;265200;261500;268900
Химки;2072;NA;265300;261600;269000
Химки;2073;NA;265300;261600;269100
Химки;2074;NA;265400;261600;269300
Химки;2075;NA;265500;261700;269400
Химки;2076;NA;265600;261700;269500
Химки;2077;NA;265700;261800;269700
Химки;2078;NA;265800;261900;269800
Химки;2079;NA;265900;262000;270000
Химки;2080;NA;266100;262000;270200
Химки;2081;NA;266200;262100;270400
Химки;2082;NA;266400;262300;270600
Химки;2083;NA;266500;262400;270800
Химки;2084;NA;266700;262500;271000
Химки;2085;NA;266900;262600;271200
Химки;2086;NA;267100;262800;271400
Химки;2087;NA;267300;262900;271700
Химки;2088;NA;267500;263100;271900
Химки;2089;NA;267700;263300;272200
Химки;2090;NA;267900;263500;272500
Химки;2091;NA;268200;263700;272800
Химки;2092;NA;268400;263900;273000
Химки;2093;NA;268700;264100;273400
Химки;2094;NA;269000;264300;273700
Химки;2095;NA;269200;264600;274000
Химки;2096;NA;269500;264800;274300
Химки;2097;NA;269800;265100;274600
Химки;2098;NA;270100;265300;275000
Химки;2099;NA;270400;265600;275300
Химки;2100;NA;270700;265900;275700
Химки;2101;NA;271100;266100;276100
Химки;2102;NA;271400;266400;276400
Химки;2103;NA;271700;266700;276800
Химки;2104;NA;272000;267000;277200
Химки;2105;NA;272400;267300;277600
Химки;2106;NA;272700;267600;277900
Химки;2107;NA;273100;267900;278300
Химки;2108;NA;273400;268200;278700
Химки;2109;NA;273800;268500;279100
Химки;2110;NA;274100;268800;279500
Химки;2111;NA;274500;269100;279900
Химки;2112;NA;274800;269400;280300
Химки;2113;NA;275200;269700;280700
Химки;2114;NA;275500;270000;281100
Химки;2115;NA;275900;270300;281500
Химки;2116;NA;276200;270600;281900
Химки;2117;NA;276500;270900;282200
Химки;2118;NA;276900;271200;282600
Химки;2119;NA;277200;271500;283000
Химки;2120;NA;277500;271800;283400
Электросталь;2000;NA;117700;114700;120800
Электросталь;2001;NA;119900;116900;123000
Электросталь;2002;NA;123300;120300;126400
Электросталь;2003;NA;127200;124200;130300
Электросталь;2004;NA;131200;128200;134300
Электросталь;2005;NA;135000;132000;138100
Электросталь;2006;NA;138500;135500;141600
Электросталь;2007;NA;141800;138800;144800
Электросталь;2008;146349;144700;141800;147800
Электросталь;2009;146349;147500;144500;150600
Электросталь;2010;155364;150000;147100;153100
Электросталь;2011;155477;152300;149400;155400
Электросталь;2012;156132;154400;151400;157400
Электросталь;2013;156983;156200;153300;159300
Электросталь;2014;157816;157800;154900;160800
Электросталь;2015;158351;159200;156200;162200
Электросталь;2016;158494;160400;157400;163400
Электросталь;2017;158367;161400;158500;164400
Электросталь;2018;161500;162300;159300;165200
Электросталь;2019;164633;163000;160000;165900
Электросталь;2020;164633;163500;160600;166500
Электросталь;2021;NA;164000;161100;167000
Электросталь;2022;NA;164300;161400;167300
Электросталь;2023;NA;164600;161600;167600
Электросталь;2024;NA;164700;161800;167700
Электросталь;2025;NA;164800;161800;167800
Электросталь;2026;NA;164700;161700;167700
Электросталь;2027;NA;164600;161600;167600
Электросталь;2028;NA;164400;161400;167400
Электросталь;2029;NA;164100;161100;167100
Электросталь;2030;NA;163700;160700;166800
Электросталь;2031;NA;163300;160300;166300
Электросталь;2032;NA;162800;159800;165800
Электросталь;2033;NA;162200;159200;165300
Электросталь;2034;NA;161600;158600;164700
Электросталь;2035;NA;161000;158000;164100
Электросталь;2036;NA;160300;157300;163400
Электросталь;2037;NA;159500;156500;162600
Электросталь;2038;NA;158700;155700;161800
Электросталь;2039;NA;157900;154900;161000
Электросталь;2040;NA;157000;154000;160200
Электросталь;2041;NA;156100;153100;159200
Электросталь;2042;NA;155200;152100;158300
Электросталь;2043;NA;154200;151200;157300
Электросталь;2044;NA;153200;150200;156300
Электросталь;2045;NA;152200;149100;155300
Электросталь;2046;NA;151100;148000;154300
Электросталь;2047;NA;150000;146900;153200
Электросталь;2048;NA;148900;145800;152000
Электросталь;2049;NA;147700;144600;150900
Электросталь;2050;NA;146500;143400;149700
Электросталь;2051;NA;145300;142200;148500
Электросталь;2052;NA;144100;141000;147300
Электросталь;2053;NA;142800;139700;146000
Электросталь;2054;NA;141500;138400;144700
Электросталь;2055;NA;140200;137100;143400
Электросталь;2056;NA;138900;135700;142100
Электросталь;2057;NA;137500;134400;140700
Электросталь;2058;NA;136100;133000;139300
Электросталь;2059;NA;134700;131600;137900
Электросталь;2060;NA;133300;130100;136500
Электросталь;2061;NA;131800;128700;135100
Электросталь;2062;NA;130400;127200;133600
Электросталь;2063;NA;128900;125800;132200
Электросталь;2064;NA;127400;124300;130700
Электросталь;2065;NA;126000;122800;129200
Электросталь;2066;NA;124500;121300;127700
Электросталь;2067;NA;123000;119800;126200
Электросталь;2068;NA;121400;118300;124700
Электросталь;2069;NA;119900;116700;123200
Электросталь;2070;NA;118400;115200;121700
Электросталь;2071;NA;116900;113700;120200
Электросталь;2072;NA;115400;112200;118700
Электросталь;2073;NA;113900;110700;117200
Электросталь;2074;NA;112400;109200;115700
Электросталь;2075;NA;110900;107700;114200
Электросталь;2076;NA;109400;106200;112700
Электросталь;2077;NA;107900;104700;111200
Электросталь;2078;NA;106400;103200;109800
Электросталь;2079;NA;105000;101800;108300
Электросталь;2080;NA;103600;100300;106900
Электросталь;2081;NA;102100;98900;105500
Электросталь;2082;NA;100700;97500;104100
Электросталь;2083;NA;99300;96100;102700
Электросталь;2084;NA;98000;94700;101300
Электросталь;2085;NA;96600;93400;1e+05
Электросталь;2086;NA;95300;92000;98700
Электросталь;2087;NA;94000;90700;97400
Электросталь;2088;NA;92700;89400;96100
Электросталь;2089;NA;91400;88200;94800
Электросталь;2090;NA;90200;86900;93600
Электросталь;2091;NA;89000;85700;92400
Электросталь;2092;NA;87800;84500;91200
Электросталь;2093;NA;86700;83400;90100
Электросталь;2094;NA;85500;82200;89000
Электросталь;2095;NA;84400;81100;87900
Электросталь;2096;NA;83300;80000;86800
Электросталь;2097;NA;82300;79000;85700
Электросталь;2098;NA;81300;77900;84700
Электросталь;2099;NA;80300;76900;83700
Электросталь;2100;NA;79300;76000;82800
Электросталь;2101;NA;78300;75000;81800
Электросталь;2102;NA;77400;74100;80900
Электросталь;2103;NA;76500;73200;80000
Электросталь;2104;NA;75700;72300;79200
Электросталь;2105;NA;74800;71500;78300
Электросталь;2106;NA;74000;70700;77500
Электросталь;2107;NA;73200;69900;76800
Электросталь;2108;NA;72500;69100;76000
Электросталь;2109;NA;71700;68400;75300
Электросталь;2110;NA;71000;67700;74600
Электросталь;2111;NA;70300;67000;73900
Электросталь;2112;NA;69700;66300;73200
Электросталь;2113;NA;69000;65700;72600
Электросталь;2114;NA;68400;65100;72000
Электросталь;2115;NA;67800;64500;71400
Электросталь;2116;NA;67300;63900;70900
Электросталь;2117;NA;66700;63300;70300
Электросталь;2118;NA;66200;62800;69800
Электросталь;2119;NA;65700;62300;69300
Электросталь;2120;NA;65200;61800;68800
Электрогорск;2000;NA;16200;16000;16400
Электрогорск;2001;NA;16400;16200;16600
Электрогорск;2002;NA;16800;16600;17000
Электрогорск;2003;NA;17300;17200;17500
Электрогорск;2004;NA;17900;17800;18100
Электрогорск;2005;NA;18600;18400;18700
Электрогорск;2006;NA;19200;19100;19400
Электрогорск;2007;NA;19900;19700;20000
Электрогорск;2008;21034;20500;20400;20700
Электрогорск;2009;21034;21100;21000;21200
Электрогорск;2010;22418;21600;21500;21800
Электрогорск;2011;22658;22100;22000;22200
Электрогорск;2012;22797;22500;22400;22600
Электрогорск;2013;22864;22800;22700;22900
Электрогорск;2014;22959;23000;22900;23100
Электрогорск;2015;23057;23100;23000;23300
Электрогорск;2016;23080;23200;23100;23300
Электрогорск;2017;23013;23200;23100;23300
Электрогорск;2018;22880;23100;23000;23200
Электрогорск;2019;22748;23000;22900;23100
Электрогорск;2020;22748;22800;22800;22900
Электрогорск;2021;NA;22600;22500;22700
Электрогорск;2022;NA;22400;22300;22500
Электрогорск;2023;NA;22100;22000;22200
Электрогорск;2024;NA;21800;21700;21900
Электрогорск;2025;NA;21600;21500;21700
Электрогорск;2026;NA;21300;21100;21400
Электрогорск;2027;NA;20900;20800;21100
Электрогорск;2028;NA;20600;20500;20800
Электрогорск;2029;NA;20300;20200;20400
Электрогорск;2030;NA;20000;19900;20100
Электрогорск;2031;NA;19700;19500;19800
Электрогорск;2032;NA;19400;19200;19500
Электрогорск;2033;NA;19000;18900;19200
Электрогорск;2034;NA;18700;18600;18900
Электрогорск;2035;NA;18400;18200;18600
Электрогорск;2036;NA;18100;17900;18300
Электрогорск;2037;NA;17800;17600;18000
Электрогорск;2038;NA;17500;17300;17700
Электрогорск;2039;NA;17200;17000;17400
Электрогорск;2040;NA;16900;16700;17100
Электрогорск;2041;NA;16600;16400;16800
Электрогорск;2042;NA;16400;16100;16600
Электрогорск;2043;NA;16100;15900;16300
Электрогорск;2044;NA;15800;15600;16000
Электрогорск;2045;NA;15500;15300;15800
Электрогорск;2046;NA;15300;15000;15500
Электрогорск;2047;NA;15000;14800;15300
Электрогорск;2048;NA;14800;14500;15000
Электрогорск;2049;NA;14500;14300;14800
Электрогорск;2050;NA;14300;14000;14600
Электрогорск;2051;NA;14100;13800;14300
Электрогорск;2052;NA;13800;13500;14100
Электрогорск;2053;NA;13600;13300;13900
Электрогорск;2054;NA;13400;13100;13700
Электрогорск;2055;NA;13100;12800;13400
Электрогорск;2056;NA;12900;12600;13200
Электрогорск;2057;NA;12700;12400;13000
Электрогорск;2058;NA;12500;12100;12800
Электрогорск;2059;NA;12200;11900;12600
Электрогорск;2060;NA;12000;11700;12400
Электрогорск;2061;NA;11800;11500;12100
Электрогорск;2062;NA;11600;11300;11900
Электрогорск;2063;NA;11400;11000;11700
Электрогорск;2064;NA;11200;10800;11500
Электрогорск;2065;NA;11000;10600;11300
Электрогорск;2066;NA;10800;10400;11100
Электрогорск;2067;NA;10600;10200;10900
Электрогорск;2068;NA;10300;10000;10700
Электрогорск;2069;NA;10100;9800;10500
Электрогорск;2070;NA;10000;9600;10400
Электрогорск;2071;NA;9800;9400;10200
Электрогорск;2072;NA;9600;9200;10000
Электрогорск;2073;NA;9400;9000;9800
Электрогорск;2074;NA;9200;8800;9600
Электрогорск;2075;NA;9000;8600;9400
Электрогорск;2076;NA;8800;8400;9300
Электрогорск;2077;NA;8700;8200;9100
Электрогорск;2078;NA;8500;8000;8900
Электрогорск;2079;NA;8300;7900;8800
Электрогорск;2080;NA;8100;7700;8600
Электрогорск;2081;NA;8000;7500;8500
Электрогорск;2082;NA;7800;7400;8300
Электрогорск;2083;NA;7700;7200;8200
Электрогорск;2084;NA;7500;7100;8000
Электрогорск;2085;NA;7400;6900;7900
Электрогорск;2086;NA;7200;6800;7800
Электрогорск;2087;NA;7100;6600;7600
Электрогорск;2088;NA;7000;6500;7500
Электрогорск;2089;NA;6800;6300;7400
Электрогорск;2090;NA;6700;6200;7300
Электрогорск;2091;NA;6600;6100;7100
Электрогорск;2092;NA;6500;6000;7000
Электрогорск;2093;NA;6400;5900;6900
Электрогорск;2094;NA;6300;5700;6800
Электрогорск;2095;NA;6200;5600;6700
Электрогорск;2096;NA;6100;5500;6600
Электрогорск;2097;NA;6000;5400;6500
Электрогорск;2098;NA;5900;5300;6500
Электрогорск;2099;NA;5800;5200;6400
Электрогорск;2100;NA;5700;5100;6300
Электрогорск;2101;NA;5600;5100;6200
Электрогорск;2102;NA;5500;5000;6100
Электрогорск;2103;NA;5400;4900;6100
Электрогорск;2104;NA;5400;4800;6000
Электрогорск;2105;NA;5300;4700;5900
Электрогорск;2106;NA;5200;4700;5900
Электрогорск;2107;NA;5200;4600;5800
Электрогорск;2108;NA;5100;4500;5800
Электрогорск;2109;NA;5100;4500;5700
Электрогорск;2110;NA;5000;4400;5700
Электрогорск;2111;NA;4900;4300;5600
Электрогорск;2112;NA;4900;4300;5600
Электрогорск;2113;NA;4800;4200;5500
Электрогорск;2114;NA;4800;4200;5500
Электрогорск;2115;NA;4700;4100;5500
Электрогорск;2116;NA;4700;4100;5400
Электрогорск;2117;NA;4700;4000;5400
Электрогорск;2118;NA;4600;4000;5300
Электрогорск;2119;NA;4600;4000;5300
Электрогорск;2120;NA;4500;3900;5300
Кола;2000;NA;11400;11200;11500
Кола;2001;NA;11300;11200;11400
Кола;2002;NA;11200;11100;11400
Кола;2003;NA;11100;11000;11300
Кола;2004;NA;11000;10900;11200
Кола;2005;NA;10900;10800;11000
Кола;2006;NA;10800;10700;10900
Кола;2007;NA;10700;10600;10800
Кола;2008;10491;10600;10500;10700
Кола;2009;10491;10500;10400;10600
Кола;2010;10435;10400;10300;10500
Кола;2011;10330;10300;10200;10400
Кола;2012;10193;10200;10100;10400
Кола;2013;10118;10100;10000;10300
Кола;2014;9977;10100;9900;10200
Кола;2015;9794;10000;9800;10100
Кола;2016;9718;9900;9800;10000
Кола;2017;9696;9800;9700;9900
Кола;2018;9686;9700;9600;9900
Кола;2019;9685;9700;9500;9800
Кола;2020;9625;9600;9500;9700
Кола;2021;NA;9500;9400;9700
Кола;2022;NA;9500;9300;9600
Кола;2023;NA;9400;9300;9500
Кола;2024;NA;9300;9200;9500
Кола;2025;NA;9300;9200;9400
Кола;2026;NA;9200;9100;9400
Кола;2027;NA;9200;9000;9300
Кола;2028;NA;9100;9000;9300
Кола;2029;NA;9100;8900;9200
Кола;2030;NA;9000;8900;9200
Кола;2031;NA;9000;8800;9100
Кола;2032;NA;8900;8800;9100
Кола;2033;NA;8900;8800;9000
Кола;2034;NA;8800;8700;9000
Кола;2035;NA;8800;8700;8900
Кола;2036;NA;8800;8600;8900
Кола;2037;NA;8700;8600;8800
Кола;2038;NA;8700;8500;8800
Кола;2039;NA;8600;8500;8800
Кола;2040;NA;8600;8500;8700
Кола;2041;NA;8600;8400;8700
Кола;2042;NA;8500;8400;8600
Кола;2043;NA;8500;8400;8600
Кола;2044;NA;8400;8300;8600
Кола;2045;NA;8400;8300;8500
Кола;2046;NA;8400;8200;8500
Кола;2047;NA;8300;8200;8500
Кола;2048;NA;8300;8200;8400
Кола;2049;NA;8300;8100;8400
Кола;2050;NA;8200;8100;8400
Кола;2051;NA;8200;8100;8300
Кола;2052;NA;8200;8000;8300
Кола;2053;NA;8100;8000;8200
Кола;2054;NA;8100;8000;8200
Кола;2055;NA;8000;7900;8200
Кола;2056;NA;8000;7900;8100
Кола;2057;NA;8000;7900;8100
Кола;2058;NA;7900;7800;8100
Кола;2059;NA;7900;7800;8000
Кола;2060;NA;7900;7800;8000
Кола;2061;NA;7900;7700;8000
Кола;2062;NA;7800;7700;8000
Кола;2063;NA;7800;7700;7900
Кола;2064;NA;7800;7600;7900
Кола;2065;NA;7700;7600;7900
Кола;2066;NA;7700;7600;7800
Кола;2067;NA;7700;7500;7800
Кола;2068;NA;7600;7500;7800
Кола;2069;NA;7600;7500;7700
Кола;2070;NA;7600;7500;7700
Кола;2071;NA;7600;7400;7700
Кола;2072;NA;7500;7400;7700
Кола;2073;NA;7500;7400;7600
Кола;2074;NA;7500;7400;7600
Кола;2075;NA;7500;7300;7600
Кола;2076;NA;7400;7300;7600
Кола;2077;NA;7400;7300;7500
Кола;2078;NA;7400;7300;7500
Кола;2079;NA;7400;7200;7500
Кола;2080;NA;7300;7200;7500
Кола;2081;NA;7300;7200;7400
Кола;2082;NA;7300;7200;7400
Кола;2083;NA;7300;7100;7400
Кола;2084;NA;7300;7100;7400
Кола;2085;NA;7200;7100;7400
Кола;2086;NA;7200;7100;7300
Кола;2087;NA;7200;7100;7300
Кола;2088;NA;7200;7000;7300
Кола;2089;NA;7200;7000;7300
Кола;2090;NA;7100;7000;7300
Кола;2091;NA;7100;7000;7200
Кола;2092;NA;7100;7000;7200
Кола;2093;NA;7100;7000;7200
Кола;2094;NA;7100;6900;7200
Кола;2095;NA;7100;6900;7200
Кола;2096;NA;7000;6900;7200
Кола;2097;NA;7000;6900;7100
Кола;2098;NA;7000;6900;7100
Кола;2099;NA;7000;6900;7100
Кола;2100;NA;7000;6800;7100
Кола;2101;NA;7000;6800;7100
Кола;2102;NA;6900;6800;7100
Кола;2103;NA;6900;6800;7100
Кола;2104;NA;6900;6800;7000
Кола;2105;NA;6900;6800;7000
Кола;2106;NA;6900;6800;7000
Кола;2107;NA;6900;6800;7000
Кола;2108;NA;6900;6700;7000
Кола;2109;NA;6900;6700;7000
Кола;2110;NA;6800;6700;7000
Кола;2111;NA;6800;6700;7000
Кола;2112;NA;6800;6700;6900
Кола;2113;NA;6800;6700;6900
Кола;2114;NA;6800;6700;6900
Кола;2115;NA;6800;6700;6900
Кола;2116;NA;6800;6600;6900
Кола;2117;NA;6800;6600;6900
Кола;2118;NA;6800;6600;6900
Кола;2119;NA;6700;6600;6900
Кола;2120;NA;6700;6600;6900
Кировск;2000;NA;33600;33300;33800
Кировск;2001;NA;33400;33200;33700
Кировск;2002;NA;33200;32900;33400
Кировск;2003;NA;32900;32600;33100
Кировск;2004;NA;32600;32300;32800
Кировск;2005;NA;32300;32100;32600
Кировск;2006;NA;32000;31800;32300
Кировск;2007;NA;31800;31500;32000
Кировск;2008;31383;31500;31300;31800
Кировск;2009;31383;31300;31000;31500
Кировск;2010;31061;31000;30800;31300
Кировск;2011;30740;30800;30500;31000
Кировск;2012;30429;30500;30300;30800
Кировск;2013;30092;30200;30000;30500
Кировск;2014;29668;30000;29700;30200
Кировск;2015;29317;29700;29400;29900
Кировск;2016;29019;29400;29100;29600
Кировск;2017;28800;29100;28900;29300
Кировск;2018;28539;28800;28600;29000
Кировск;2019;28249;28500;28300;28800
Кировск;2020;28121;28200;28000;28500
Кировск;2021;NA;27900;27700;28200
Кировск;2022;NA;27600;27400;27900
Кировск;2023;NA;27400;27100;27600
Кировск;2024;NA;27100;26800;27300
Кировск;2025;NA;26800;26600;27100
Кировск;2026;NA;26600;26300;26800
Кировск;2027;NA;26300;26100;26600
Кировск;2028;NA;26100;25800;26300
Кировск;2029;NA;25800;25600;26100
Кировск;2030;NA;25600;25400;25800
Кировск;2031;NA;25400;25100;25600
Кировск;2032;NA;25200;24900;25400
Кировск;2033;NA;24900;24700;25200
Кировск;2034;NA;24700;24500;25000
Кировск;2035;NA;24500;24300;24800
Кировск;2036;NA;24300;24100;24600
Кировск;2037;NA;24100;23900;24400
Кировск;2038;NA;23900;23700;24200
Кировск;2039;NA;23700;23500;24000
Кировск;2040;NA;23500;23300;23800
Кировск;2041;NA;23400;23100;23600
Кировск;2042;NA;23200;22900;23400
Кировск;2043;NA;23000;22700;23200
Кировск;2044;NA;22800;22500;23000
Кировск;2045;NA;22600;22400;22800
Кировск;2046;NA;22400;22200;22700
Кировск;2047;NA;22200;22000;22500
Кировск;2048;NA;22100;21800;22300
Кировск;2049;NA;21900;21600;22100
Кировск;2050;NA;21700;21400;21900
Кировск;2051;NA;21500;21300;21700
Кировск;2052;NA;21300;21100;21600
Кировск;2053;NA;21100;20900;21400
Кировск;2054;NA;21000;20700;21200
Кировск;2055;NA;20800;20500;21000
Кировск;2056;NA;20600;20400;20800
Кировск;2057;NA;20400;20200;20700
Кировск;2058;NA;20200;20000;20500
Кировск;2059;NA;20100;19800;20300
Кировск;2060;NA;19900;19600;20100
Кировск;2061;NA;19700;19500;19900
Кировск;2062;NA;19500;19300;19800
Кировск;2063;NA;19300;19100;19600
Кировск;2064;NA;19200;18900;19400
Кировск;2065;NA;19000;18800;19200
Кировск;2066;NA;18800;18600;19100
Кировск;2067;NA;18700;18400;18900
Кировск;2068;NA;18500;18300;18700
Кировск;2069;NA;18300;18100;18600
Кировск;2070;NA;18200;17900;18400
Кировск;2071;NA;18000;17800;18200
Кировск;2072;NA;17800;17600;18100
Кировск;2073;NA;17700;17400;17900
Кировск;2074;NA;17500;17300;17800
Кировск;2075;NA;17400;17100;17600
Кировск;2076;NA;17200;17000;17500
Кировск;2077;NA;17100;16800;17300
Кировск;2078;NA;16900;16700;17200
Кировск;2079;NA;16800;16600;17000
Кировск;2080;NA;16700;16400;16900
Кировск;2081;NA;16500;16300;16800
Кировск;2082;NA;16400;16200;16600
Кировск;2083;NA;16300;16000;16500
Кировск;2084;NA;16100;15900;16400
Кировск;2085;NA;16000;15800;16200
Кировск;2086;NA;15900;15600;16100
Кировск;2087;NA;15800;15500;16000
Кировск;2088;NA;15600;15400;15900
Кировск;2089;NA;15500;15300;15800
Кировск;2090;NA;15400;15200;15700
Кировск;2091;NA;15300;15100;15500
Кировск;2092;NA;15200;15000;15400
Кировск;2093;NA;15100;14900;15300
Кировск;2094;NA;15000;14700;15200
Кировск;2095;NA;14900;14600;15100
Кировск;2096;NA;14800;14500;15000
Кировск;2097;NA;14700;14500;14900
Кировск;2098;NA;14600;14400;14800
Кировск;2099;NA;14500;14300;14800
Кировск;2100;NA;14400;14200;14700
Кировск;2101;NA;14300;14100;14600
Кировск;2102;NA;14200;14000;14500
Кировск;2103;NA;14200;13900;14400
Кировск;2104;NA;14100;13800;14300
Кировск;2105;NA;14000;13800;14300
Кировск;2106;NA;13900;13700;14200
Кировск;2107;NA;13900;13600;14100
Кировск;2108;NA;13800;13500;14000
Кировск;2109;NA;13700;13500;14000
Кировск;2110;NA;13600;13400;13900
Кировск;2111;NA;13600;13300;13800
Кировск;2112;NA;13500;13300;13800
Кировск;2113;NA;13500;13200;13700
Кировск;2114;NA;13400;13200;13600
Кировск;2115;NA;13300;13100;13600
Кировск;2116;NA;13300;13000;13500
Кировск;2117;NA;13200;13000;13500
